Name,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Combined
Stuart Little 3: Call of the Wild,"The Little family spend their vacation near Lake Garland. Meanwhile, in the forest, a beast is threatening the animals to give her food every night.",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,little family spend vacation near lake garland meanwhile forest beast threaten animals give food every night skunk slimehouse stuart little character animate sequel live action movie beast
Snow Falling on Cedars,"A Japanese-American fisherman is accused of killing his neighbor at sea. In the 1950s, race figures into the trial. So does reporter Ishmael.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,japanese american fisherman accuse kill neighbor sea race figure trial reporter ishmael injustice fictional island fbi federal bureau investigation japanese internment timeframe
The Big Tease,"The Big Tease is big fun, a fish-out-of-water tale teeming with charm and a hilariously satiric view of life in L. A.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big tease big fun fish water tale teem charm hilariously satiric view life l glasgow scotland hairdresser competition reference liberace los angeles california
After the Rain,A young man at the end of his life tries to find hope and meaning through the relationships he will leave behind.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,young man end life try find hope mean relationships leave behind hope
Life After Beth,"A young man's recently deceased girlfriend mysteriously returns from the dead, but he slowly realizes she is not the way he remembered her.",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,young man recently decease girlfriend mysteriously return dead slowly realize way remember zombie girlfriend female zombie sex zombie zombie apocalypse kiss zombie
La lengua de las mariposas,"Based in 1936 Spain, Moncho is an outcast at school but is able to form a strong bond with his outspoken teacher. When fascism arrives to Spain, his teacher is considered an enemy of the regime & arrested.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,base spain moncho outcast school able form strong bond outspoken teacher fascism arrive spain teacher consider enemy regime arrest spanish civil war unite state america cricket insect male protagonist mother son kiss
But I'm a Cheerleader,A naive teenager is sent to rehab camp when her straitlaced parents and friends suspect her of being a lesbian.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,naive teenager send rehab camp straitlaced parent friends suspect lesbian lesbian cheerleader conversion therapy lesbian relationship lesbian teen
Bye Bye Africa,Semi-documentary film about a man going to his home country of Chad after many years living in exile in France.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,semi documentary film man go home country chad many years live exile france home
Chuck E. Cheese in the Galaxy 5000,"A boy named Charlie Rockit needs $50,000 dollars to fix his aunt and uncle's tractor engine, so Chuck E. and friends go to the Galaxy 5000 to win it in a race.",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,boy name charlie rockit need dollars fix aunt uncles tractor engine chuck e friends go galaxy win race chicken hermit stupidity restaurant race
Rang-e khoda,"The story of Mohammed, a blind Iranian boy and his father, Hashem, who is always oscillating between accepting his son as he is and abandoning him, as he represents a burden for him, after the loss of his wife.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,story mohammed blind iranian boy father hashem always oscillate accept son abandon represent burden loss wife bridge collapse classroom death grandmother widower grandmother grandson relationship
Pelísky,"Two families, Sebkovi and Krausovi, are celebrating christmas, but not everyone is in a good mood. Teenage kids think their fathers are totaly stupid, fathers are sure their children are nothing more than rebels, hating anything t...",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,families sebkovi krausovi celebrate christmas everyone good mood teenage kid think father totaly stupid father sure children nothing rebel hat anything christmas hold ones breath underwater hold ones breath year death
Eye of the Beholder: The Art of Dungeons & Dragons,"A documentary that explores the history, influence, stories, and lasting impact behind the art. The film profiles D&D artists - both past and present and also features former company insiders, game designers, authors, and fans.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,documentary explore history influence stories last impact behind art film profile artists past present feature former company insiders game designers author fan game
Omocha,"Young Tokiko works at a geisha house as a maid, waiting for her maiko practice (apprenticeship of geisha) to begin. The movie depicts detailed lifestyle of geishas at that time, showing their rules, loves, beauties and humanities.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,young tokiko work geisha house maid wait maiko practice apprenticeship geisha begin movie depict detail lifestyle geishas time show rule love beauties humanities japan japanese japanese culture geisha
Huelepega: Ley de la calle,"Oliver, an 11-year-old boy thrown out of his home by his abusive stepfather, joins a gang of street children and is exposed to narcotics, violence and sexual predators, and the world of crime seems to be the only road available.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,oliver year old boy throw home abusive stepfather join gang street children expose narcotics violence sexual predators world crime seem road available glue sniff street life brutality desperation survival
The Girl on the Bridge,Documentary following a suicide-survivor who has become an advocate for suicidal young people as she makes a web series about a friend who took her own life.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,documentary follow suicide survivor become advocate suicidal young people make web series friend take life suicide cinema verite youth suicide tedx talk web series
Goya en Burdeos,"Francisco Goya (1746-1828), deaf and ill, lives the last years of his life in voluntary exile in Bordeaux, a Liberal protesting the oppressive rule of Ferdinand VII. He's living with his much younger wife Leocadia and their daught...",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,francisco goya deaf ill live last years life voluntary exile bordeaux liberal protest oppressive rule ferdinand vii hes live much younger wife leocadia daught period drama female rear nudity female full frontal nudity clothe male naked female scene france
Happy End,A well-to-do French family deals with a series of setbacks and crises.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,well french family deal series setbacks crises self hatred hairdresser depression boredom emptiness
Hum Dil De Chuke Sanam,"Nandini has to choose between Sameer, the man who taught her to fall in love; and Vanraj, the man from whom she learnt how to abide and fulfill promises of love.",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,nandini choose sameer man teach fall love vanraj man learn abide fulfill promise love sacrifice lawyer arrange marriage forbid love tradition
Sobreviviré,"Marga is having a streak of bad luck. She tries to regain her self-confidence through her friendship with Rosa, but love interests again create conflict. While developing a relationship with a handsome gay sculptor 10 years her ju...",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,marga streak bad luck try regain self confidence friendship rosa love interest create conflict develop relationship handsome gay sculptor years ju friendship gay kiss homosexual family relationships
Ça commence aujourd'hui,"A teacher from a small, depressed town is trying to do something useful.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,teacher small depress town try something useful teacher discouragement schoolmaster poverty artist
Juha,"Juha lives together with younger woman Marja. Juha loves her, but Marja seems to belong to somewhere else. Things get complicated when casanova Shemeikka arrives from strange lands and takes Marja away with him.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,juha live together younger woman marja juha love marja seem belong somewhere else things get complicate casanova shemeikka arrive strange land take marja away triangle drama rural set love triangle seduction nature
Karnaval,A love story between a carpet-cleaner salesman and a cake-maker.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,love story carpet cleaner salesman cake maker love
The Law of Enclosures,"Story of the same couple, first in their teenage years and then in their twilight years, paradoxically set in the same time during the backdrop of the Gulf War in the Middle East.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,story couple first teenage years twilight years paradoxically set time backdrop gulf war middle east love surgery retirement home gulf war cashier
A Love Song,"At a campground in the rural West, a woman waits alone for an old flame from her past to arrive, uncertain of his intentions while bashful about her own.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,campground rural west woman wait alone old flame past arrive uncertain intentions bashful colorado campsite loneliness widow childhood sweetheart
Luna Papa,"The unborn child of Mamlakat (Khamatova) is telling her story. She is 17, beautiful and vivacious, and dreaming secretly of becoming an actress. She lives with her father and brother (Bleibtreu) in a small village in Central Asia....",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,unborn child mamlakat khamatova tell story beautiful vivacious dream secretly become actress live father brother bleibtreu small village central asia reference sophocles road movie surrealism pregnancy theater troupe
Moloch,"Betriek lives on the edge of a bog in the Netherlands. When she and her family are attacked by a stranger one night, Betriek sets out to find an explanation. She discovers that something is chasing her.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,betriek live edge bog netherlands family attack stranger night betriek set find explanation discover something chase attack hunt old family picture year family curse
Monkeybone,"In a coma, a cartoonist finds himself trapped within his own underground creation and must find a way to get back, while racing against his popular but treacherous character, Monkeybone.",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,coma cartoonist find trap underground creation must find way get back race popular treacherous character monkeybone coma carnival monkey fantasy sequence draw
